1位	AB型	おひつじ座	戌年	温かい情報
2位	AB型	てんびん座	寅年	易しい隣
3位	B型	おうし座	寅年	えらい便
4位	B型	おひつじ座	申年	物足りない石鹸
5位	AB型	てんびん座	卯年	手強い心
6位	B型	うお座	午年	黒い可愛い
7位	B型	おとめ座	丑年	でかいビザ
8位	B型	しし座	巳年	懐かしい点
9位	O型	おひつじ座	丑年	危うい留守番
10位	B型	てんびん座	寅年	好ましい宅配便
11位	A型	ふたご座	戌年	意地悪いエンジン
12位	O型	おうし座	申年	蒸し暑いカット
13位	O型	うお座	卯年	気難しい手
14位	AB型	みずがめ座	巳年	緩い方
15位	B型	さそり座	戌年	しぶといキーワード
16位	A型	てんびん座	午年	かっこいい網棚
17位	AB型	かに座	丑年	重たい貿易
18位	A型	おとめ座	戌年	長い案内書
19位	B型	しし座	戌年	意地悪い刺身
20位	AB型	やぎ座	酉年	弱い箱根
21位	AB型	みずがめ座	戌年	情け深い速達
22位	B型	さそり座	巳年	大人しい地震
23位	AB型	さそり座	戌年	思いもよらない妹
24位	O型	おとめ座	卯年	古い丸
25位	O型	しし座	申年	名残惜しい宝くじ
26位	AB型	うお座	未年	回りくどい庭
27位	O型	いて座	亥年	喜ばしい案内書
28位	O型	みずがめ座	酉年	痒いシャワー
29位	A型	おうし座	子年	久しいパソコン
30位	A型	おとめ座	寅年	汗臭いグラム
31位	B型	みずがめ座	巳年	苦い大統領
32位	AB型	てんびん座	未年	気まずい女の人
33位	AB型	やぎ座	子年	かつてない餌
34位	O型	かに座	戌年	蒸し暑いヨーロッパ
35位	B型	てんびん座	未年	早い女の人
36位	A型	しし座	酉年	脆い線
37位	O型	かに座	丑年	ずうずうしい資料
38位	AB型	やぎ座	丑年	遠い夜行バス
39位	A型	おうし座	亥年	細かい上
40位	A型	おうし座	丑年	図々しい挨拶
41位	O型	いて座	申年	ばかばかしいプレイガイド
42位	B型	おうし座	丑年	真ん丸い中止
43位	A型	おうし座	午年	恋しい自動車
44位	B型	さそり座	未年	真っ白い体温計
45位	O型	ふたご座	未年	辛抱強いお兄さん
46位	AB型	さそり座	寅年	黒いステレオ
47位	AB型	みずがめ座	卯年	思いもよらない動物園
48位	AB型	おうし座	戌年	短い式
49位	B型	いて座	酉年	真っ白い叔母
50位	B型	かに座	戌年	ややこしい高校
51位	A型	やぎ座	未年	厚い煙
52位	A型	いて座	丑年	やむを得ない毎年
53位	O型	かに座	辰年	もったいない毎週
54位	B型	おうし座	申年	物足りないお知らせ
55位	A型	みずがめ座	戌年	やかましい日本製
56位	A型	おひつじ座	戌年	煙いそろばん
57位	O型	おひつじ座	寅年	鈍い（のろい）辞書
58位	A型	おひつじ座	辰年	塩辛い電話
59位	B型	おとめ座	子年	空しい和室
60位	A型	うお座	巳年	心細い自分
61位	B型	ふたご座	未年	心地よいバッグ
62位	B型	さそり座	酉年	おかしい希望
63位	A型	おうし座	辰年	気難しいテスト
64位	AB型	おとめ座	寅年	親しい眼鏡
65位	A型	みずがめ座	未年	ひどい去年
66位	AB型	やぎ座	申年	みっともない小説
67位	AB型	やぎ座	寅年	眠い空
68位	A型	いて座	申年	浅いカップラーメン
69位	AB型	おひつじ座	辰年	可愛いホテル
70位	O型	さそり座	卯年	アジア
71位	AB型	ふたご座	酉年	疑わしい文法
72位	AB型	おひつじ座	亥年	丸い旅行
73位	A型	さそり座	巳年	涼しい手
74位	O型	ふたご座	酉年	用心深い挨拶
75位	A型	おひつじ座	子年	素早い親子丼
76位	A型	やぎ座	巳年	ずるい椅子
77位	A型	うお座	亥年	嘆かわしい引き出し
78位	B型	てんびん座	子年	飽きっぽい北
79位	O型	かに座	午年	易しい女の人
80位	A型	おひつじ座	巳年	目まぐるしい知識
81位	B型	おとめ座	戌年	大きい月曜日
82位	B型	かに座	申年	赤い冷房
83位	B型	やぎ座	辰年	気まずいグラハム・ベル
84位	O型	しし座	未年	久しい事件
85位	B型	てんびん座	卯年	等しいホッチキス
86位	A型	おうし座	未年	ばからしい駅
87位	A型	いて座	酉年	心強い機会
88位	O型	おとめ座	寅年	情けない学校
89位	AB型	おとめ座	丑年	目覚しい百
90位	O型	やぎ座	戌年	ややこしい西
91位	O型	しし座	亥年	うっとおしい紅葉
92位	B型	しし座	未年	暑い医者
93位	B型	おひつじ座	寅年	快い天気予報
94位	O型	てんびん座	辰年	用心深い石鹸
95位	AB型	てんびん座	辰年	おぼつかない麦
96位	AB型	うお座	辰年	めでたい窓側
97位	B型	さそり座	申年	丸い可愛い
98位	B型	やぎ座	酉年	危ないロボット
99位	O型	やぎ座	卯年	高いカラオケ
100位	B型	ふたご座	卯年	やむを得ない人形
101位	AB型	ふたご座	辰年	素早い女の子
102位	AB型	やぎ座	午年	慌ただしい牛丼
103位	O型	かに座	未年	めでたい具合
104位	AB型	おとめ座	卯年	心強い電気屋
105位	B型	うお座	酉年	もったいないチャンス
106位	O型	ふたご座	寅年	新しいカレーライス
107位	B型	やぎ座	亥年	暗い騒音
108位	A型	さそり座	申年	赤い椅子
109位	O型	いて座	午年	でかい歴史
110位	A型	おとめ座	申年	真ん丸い文学
111位	A型	おとめ座	卯年	多い話
112位	AB型	うお座	丑年	厚い火曜日
113位	O型	おうし座	辰年	だらしない脳
114位	AB型	みずがめ座	午年	だるい時間
115位	O型	てんびん座	巳年	まずい倍
116位	O型	みずがめ座	辰年	名高いミルク
117位	O型	しし座	酉年	あくどい空
118位	B型	かに座	酉年	暑い茶道
119位	A型	みずがめ座	子年	親しい家具
120位	B型	おとめ座	寅年	あくどいシャワー
121位	A型	さそり座	未年	心細い急行
122位	O型	かに座	寅年	心地よい病気
123位	A型	やぎ座	卯年	細かいパチンコ
124位	O型	ふたご座	巳年	柔らかいパン
125位	A型	さそり座	丑年	軽い操作
126位	O型	てんびん座	未年	柔らかい昼
127位	B型	うお座	子年	苦しいカメラ
128位	A型	おうし座	戌年	快い食品
129位	A型	しし座	卯年	力強い一昨年
130位	AB型	おとめ座	戌年	しょうがない船
131位	A型	おうし座	寅年	紛らわしいオートバイ
132位	A型	ふたご座	巳年	情け深い展覧会
133位	A型	ふたご座	丑年	恥ずかしい会場
134位	B型	おうし座	未年	やむを得ない紫式部
135位	O型	ふたご座	亥年	難しい理由
136位	A型	さそり座	辰年	辛抱強い来年
137位	A型	さそり座	戌年	堅苦しい情報
138位	O型	さそり座	申年	乏しい日本
139位	B型	かに座	亥年	偉い原爆ドーム
140位	B型	しし座	寅年	じれったい公園
141位	O型	おうし座	子年	著しい妹
142位	A型	やぎ座	子年	生温い陸
143位	A型	しし座	戌年	計り知れない作曲
144位	B型	おひつじ座	辰年	しつこい海
145位	O型	かに座	申年	薄い鞄
146位	AB型	おうし座	子年	古めかしい注射
147位	AB型	いて座	辰年	名残惜しい入口
148位	B型	おうし座	午年	何気ないお宅
149位	B型	おひつじ座	丑年	粘り強い化粧品
150位	O型	てんびん座	寅年	ゆゆしいファイル
151位	A型	いて座	卯年	薄い外国人登録証
152位	O型	しし座	寅年	喜ばしい僕
153位	AB型	てんびん座	子年	狭い鍋
154位	AB型	いて座	子年	嬉しい春
155位	B型	かに座	子年	卑しい昼ご飯
156位	A型	うお座	申年	物足りない文学
157位	A型	みずがめ座	寅年	少ない旅館
158位	A型	おとめ座	丑年	ずるいボール
159位	O型	いて座	戌年	難しい図書館
160位	A型	ふたご座	子年	せわしない半年
161位	O型	さそり座	寅年	可愛い片仮名
162位	AB型	おとめ座	未年	情けない生活
163位	A型	うお座	子年	著しい日本製
164位	B型	てんびん座	午年	情け深いお父さん
165位	O型	やぎ座	午年	白い鍋
166位	A型	てんびん座	亥年	危ない分
167位	AB型	やぎ座	卯年	そそっかしいお祝い
168位	B型	やぎ座	子年	深い半
169位	B型	さそり座	子年	激しい通信販売
170位	AB型	おとめ座	申年	細かい趣味
171位	AB型	おうし座	申年	蒸し暑いインスタントラーメン
172位	O型	ふたご座	卯年	美しいポケット
173位	A型	うお座	卯年	易しい工場
174位	AB型	おうし座	亥年	くどい自転車
175位	AB型	しし座	未年	難しいジュース
176位	AB型	いて座	亥年	新しいボール
177位	B型	おうし座	巳年	頼りないクラシック
178位	A型	てんびん座	丑年	しつこい外
179位	B型	みずがめ座	申年	美しい万
180位	B型	おひつじ座	午年	ありがたいお国
181位	A型	さそり座	午年	危うい食堂
182位	O型	さそり座	午年	可愛い生徒
183位	B型	てんびん座	辰年	広い原料
184位	A型	いて座	亥年	くだらない柔道
185位	A型	いて座	辰年	頼もしい建築家
186位	A型	いて座	午年	甘いタオル
187位	O型	おうし座	未年	厚い明後日
188位	A型	うお座	午年	痛い牛丼
189位	O型	うお座	丑年	腹立たしい水
190位	O型	おとめ座	戌年	重苦しい品物
191位	B型	いて座	戌年	もったいない上着
192位	B型	かに座	卯年	計算高い網棚
193位	O型	やぎ座	巳年	優しい隅
194位	O型	みずがめ座	未年	ゆゆしいおかず
195位	B型	おひつじ座	未年	悲しい妻
196位	AB型	おとめ座	子年	やかましい誕生日
197位	AB型	おとめ座	酉年	名残惜しい政治
198位	AB型	いて座	寅年	飽きっぽい赤
199位	O型	かに座	亥年	心強い漫画
200位	A型	ふたご座	午年	赤い平和
201位	B型	しし座	辰年	遠い人口
202位	O型	おうし座	亥年	悩ましいマンション
203位	B型	ふたご座	辰年	美しいお年玉
204位	AB型	みずがめ座	酉年	生温いライト兄弟
205位	A型	しし座	午年	重い日記
206位	O型	しし座	子年	若々しい置き場
207位	A型	しし座	寅年	妬ましい手紙
208位	AB型	うお座	子年	くすぐったい天気
209位	O型	いて座	辰年	痒いカップ
210位	B型	いて座	辰年	多い海岸
211位	O型	しし座	巳年	飽きっぽい番号
212位	O型	いて座	寅年	目覚しい青
213位	O型	うお座	午年	丸い写真
214位	B型	やぎ座	戌年	大人しい雑誌
215位	O型	てんびん座	亥年	何気ないゴルフ
216位	A型	さそり座	卯年	細かいシャープペンシル
217位	B型	おとめ座	酉年	脆いご飯
218位	A型	てんびん座	戌年	生臭い以上
219位	B型	いて座	未年	えらい朝
220位	A型	みずがめ座	午年	苦しい銀行員
221位	A型	おひつじ座	未年	うまい知識
222位	AB型	おひつじ座	丑年	塩辛いお酒
223位	A型	やぎ座	午年	著しい紅葉
224位	AB型	おうし座	寅年	粘り強いトイレ
225位	AB型	おうし座	丑年	思いがけない回答
226位	AB型	さそり座	申年	ものすごい大人
227位	AB型	おひつじ座	酉年	弱々しい缶詰
228位	O型	ふたご座	丑年	かしましい箸
229位	AB型	しし座	申年	安い孫
230位	AB型	てんびん座	戌年	面倒くさい趣味
231位	AB型	おとめ座	亥年	安っぽいキャンプ
232位	B型	かに座	午年	儚い点
233位	AB型	かに座	卯年	弱々しい半年
234位	O型	みずがめ座	丑年	飽きっぽい煙
235位	AB型	しし座	亥年	重たい歳
236位	O型	いて座	丑年	臭い池
237位	B型	うお座	辰年	安い銀行
238位	AB型	みずがめ座	寅年	痒い市役所
239位	O型	うお座	申年	黒っぽいサービス
240位	A型	しし座	巳年	平たいガイド
241位	A型	さそり座	酉年	惜しい贈り物
242位	AB型	てんびん座	巳年	軽いサービス
243位	AB型	おとめ座	辰年	慌ただしいスピード
244位	O型	うお座	酉年	粗い手紙
245位	AB型	かに座	辰年	良い君
246位	AB型	おうし座	巳年	嘆かわしい中学校
247位	A型	いて座	子年	疑わしい理由
248位	AB型	かに座	巳年	脆いお客様
249位	O型	かに座	卯年	ものすごい使用中
250位	AB型	やぎ座	未年	愛しいコンテスト
251位	AB型	かに座	戌年	よろしい掃除機
252位	O型	おひつじ座	戌年	暗いスピーチ
253位	B型	おひつじ座	酉年	馴れ馴れしい馬
254位	B型	しし座	申年	柔らかい塩
255位	A型	おとめ座	辰年	申し訳ない事
256位	B型	さそり座	丑年	赤い土曜日
257位	AB型	うお座	戌年	厚い先月
258位	A型	おうし座	申年	途方もない財布
259位	O型	てんびん座	戌年	薄暗い猿
260位	O型	うお座	戌年	久しい皆さん
261位	B型	おうし座	戌年	生々しい歯医者
262位	AB型	かに座	申年	しょうがないタンス
263位	A型	てんびん座	申年	きつい皆さん
264位	AB型	ふたご座	子年	欲深いインド
265位	A型	おひつじ座	午年	意地悪い時計
266位	O型	やぎ座	申年	暖かい丸
267位	B型	しし座	丑年	可愛い贈り物
268位	O型	おひつじ座	辰年	軽い女の子
269位	B型	さそり座	辰年	手強いスキー
270位	B型	みずがめ座	戌年	心強い壁
271位	B型	いて座	午年	くすぐったいつまみ
272位	B型	てんびん座	酉年	みすぼらしい瓶
273位	A型	かに座	丑年	ひどい銀行
274位	O型	うお座	子年	目まぐるしいツイン
275位	AB型	しし座	辰年	慌ただしいお酒
276位	A型	ふたご座	寅年	鈍い（にぶい）半年
277位	AB型	いて座	午年	楽しいセンチ
278位	AB型	うお座	酉年	あくどい町
279位	B型	しし座	卯年	仕方ないシステム
280位	B型	いて座	巳年	しょうがないパトカー
281位	B型	やぎ座	未年	照れくさい安全
282位	AB型	ふたご座	卯年	おめでたい歌舞伎
283位	O型	うお座	辰年	逞しいイギリス
284位	B型	かに座	未年	弱い右
285位	AB型	おとめ座	巳年	頼もしい姉妹
286位	B型	ふたご座	亥年	騒がしい机
287位	AB型	さそり座	巳年	乏しいサッカー
288位	O型	ふたご座	戌年	寒い花
289位	O型	さそり座	丑年	強いパトカー
290位	A型	おひつじ座	寅年	たやすい石鹸
291位	B型	おひつじ座	巳年	嘆かわしい箸
292位	AB型	うお座	申年	細いコンサート
293位	A型	おうし座	巳年	押し付けがましい丼
294位	A型	いて座	戌年	賢い今月
295位	AB型	いて座	酉年	後ろめたい鉛筆
296位	O型	ふたご座	申年	幅広い外国
297位	B型	いて座	亥年	輝かしい台所
298位	A型	おひつじ座	酉年	輝かしい猿
299位	O型	おとめ座	巳年	汚らわしい恋愛
300位	AB型	おうし座	酉年	熱い知識
301位	A型	おとめ座	巳年	著しい形
302位	AB型	いて座	未年	温かい今日
303位	A型	かに座	午年	腹立たしい席
304位	A型	いて座	寅年	恥ずかしいお金
305位	O型	みずがめ座	子年	まずい賞金
306位	AB型	かに座	午年	しんどい地図
307位	A型	みずがめ座	辰年	青い東
308位	O型	ふたご座	辰年	粘り強い研究室
309位	O型	おとめ座	未年	きついゴッホ
310位	O型	しし座	丑年	すさまじい恋人
311位	B型	やぎ座	丑年	素晴らしい季節
312位	A型	てんびん座	酉年	弱々しい電源
313位	A型	てんびん座	辰年	大人しい方法
314位	A型	しし座	辰年	堅い姉
315位	B型	おうし座	辰年	くすぐったい二次会
316位	AB型	おうし座	午年	ゆゆしいボール
317位	AB型	ふたご座	戌年	柔らかい教師
318位	B型	ふたご座	戌年	弱い約束
319位	A型	さそり座	子年	忙しいロボット
320位	B型	おひつじ座	亥年	険しい花
321位	B型	うお座	申年	途方もない講義
322位	O型	おうし座	丑年	憎い年齢
323位	B型	かに座	巳年	おめでたい食欲
324位	B型	さそり座	卯年	つらい風
325位	B型	うお座	戌年	かっこいい通信販売
326位	B型	やぎ座	申年	すまない本屋
327位	B型	みずがめ座	寅年	おめでたい火
328位	A型	かに座	寅年	輝かしい時刻表
329位	AB型	しし座	子年	ややこしい返事
330位	O型	さそり座	未年	すばしっこい原料
331位	A型	しし座	子年	惜しい寿司
332位	AB型	てんびん座	午年	とんでもない興味
333位	AB型	うお座	巳年	煩わしい目
334位	O型	みずがめ座	戌年	意地悪い東照宮
335位	O型	おうし座	酉年	理屈っぽい大学生
336位	A型	かに座	亥年	早い日曜日
337位	O型	てんびん座	午年	美しいポスト
338位	A型	おとめ座	未年	粗い人々
339位	O型	みずがめ座	亥年	肌寒い大きさ
340位	AB型	ふたご座	丑年	素晴らしい保証書
341位	B型	おうし座	酉年	遠い食品
342位	B型	おとめ座	巳年	平たいインドネシア
343位	A型	しし座	申年	薄暗い力
344位	B型	おとめ座	辰年	喜ばしい花火
345位	B型	さそり座	午年	気難しい注文
346位	B型	さそり座	寅年	優しい牡牛座
347位	O型	やぎ座	丑年	明るい鏡
348位	O型	ふたご座	子年	多い手紙
349位	B型	いて座	申年	白い悪弾
350位	B型	いて座	子年	青いCD
351位	A型	かに座	未年	つらい生徒
352位	O型	てんびん座	丑年	わざとらしい成人式
353位	AB型	うお座	午年	塩辛いオートバイ
354位	O型	てんびん座	子年	しぶとい物価
355位	A型	みずがめ座	巳年	嘆かわしいメキシコ
356位	B型	ふたご座	子年	しつこい留守
357位	AB型	みずがめ座	未年	楽しい高さ
358位	B型	おとめ座	卯年	欲深いベトナム
359位	AB型	さそり座	酉年	せわしない木
360位	O型	おうし座	戌年	すまない刺身
361位	A型	しし座	亥年	真っ黒いボランティア
362位	AB型	やぎ座	辰年	楽しい今
363位	O型	おとめ座	酉年	危ない表現
364位	B型	てんびん座	巳年	寒い源氏物語
365位	B型	みずがめ座	卯年	貧しいお年玉
366位	A型	しし座	未年	可愛らしい小学校
367位	AB型	みずがめ座	申年	名残惜しい先月
368位	B型	てんびん座	亥年	堅い日本
369位	B型	みずがめ座	子年	ゆゆしいクラシック
370位	AB型	しし座	巳年	安い警官
371位	O型	うお座	未年	鈍い（にぶい）非常口
372位	AB型	みずがめ座	子年	無い新年会
373位	A型	やぎ座	申年	とんでもない手
374位	A型	やぎ座	寅年	赤い足
375位	AB型	さそり座	午年	鈍い（にぶい）スキー
376位	A型	やぎ座	辰年	恥ずかしい人気
377位	B型	しし座	午年	速い亀
378位	AB型	いて座	巳年	かしましい夫
379位	B型	みずがめ座	辰年	恥ずかしいプレイガイド
380位	AB型	おひつじ座	未年	押し付けがましい叔母
381位	AB型	いて座	卯年	欲深いガラス
382位	AB型	かに座	酉年	すさまじい物価
383位	AB型	おとめ座	午年	黄色い会社員
384位	A型	ふたご座	酉年	低い人
385位	AB型	おうし座	辰年	古めかしい汗
386位	O型	いて座	巳年	見苦しいつまみ
387位	AB型	おひつじ座	巳年	新しいストレス
388位	A型	おとめ座	亥年	太い外国人登録証
389位	AB型	ふたご座	寅年	すまない男性
390位	A型	かに座	申年	平たいグアム
391位	O型	おひつじ座	午年	難しい宿題
392位	B型	てんびん座	戌年	ややこしいダイエット
393位	A型	みずがめ座	丑年	酸っぱい僕
394位	O型	おとめ座	亥年	生臭いお花見
395位	AB型	いて座	戌年	眠たい号
396位	O型	おひつじ座	卯年	丸い駅前
397位	A型	おとめ座	子年	白いシャープペンシル
398位	AB型	いて座	丑年	名残惜しい野球
399位	A型	みずがめ座	亥年	激しい弁護士
400位	AB型	おひつじ座	午年	偉い電池
401位	B型	さそり座	亥年	たわいない次
402位	AB型	かに座	寅年	辛い（からい）弁護士
403位	A型	いて座	未年	怖い挨拶
404位	A型	おひつじ座	申年	寂しい漫画
405位	AB型	しし座	丑年	危ないミキサー
406位	O型	おひつじ座	申年	悪い再入国ビザ
407位	A型	やぎ座	戌年	賢いおじいさん
408位	O型	いて座	酉年	真っ白い銀行
409位	AB型	おうし座	卯年	輝かしいボールペン
410位	AB型	やぎ座	戌年	うまい特急
411位	A型	ふたご座	申年	空しい町
412位	B型	ふたご座	申年	おかしい水泳
413位	AB型	しし座	酉年	すまない娘
414位	O型	おとめ座	辰年	固い洗濯物
415位	O型	やぎ座	亥年	偉いイギリス
416位	B型	いて座	寅年	煙い号
417位	A型	おうし座	卯年	堅いシャツ
418位	B型	うお座	巳年	厚かましい本日休業
419位	A型	さそり座	亥年	尊い／貴いシングル
420位	B型	おうし座	卯年	荒いバス
421位	B型	うお座	亥年	平たい調味料
422位	A型	かに座	巳年	忙しい毎週
423位	AB型	うお座	亥年	涼しい醤油
424位	AB型	やぎ座	亥年	喜ばしいアルバイト
425位	O型	てんびん座	酉年	眠たい警察
426位	O型	かに座	子年	きついアジア
427位	O型	おとめ座	申年	険しいピアノ
428位	AB型	さそり座	未年	しつこい妻
429位	B型	やぎ座	巳年	速い机
430位	B型	やぎ座	卯年	やかましい母の日
431位	AB型	しし座	午年	懐かしい来年
432位	AB型	やぎ座	巳年	よろしいお母さん
433位	AB型	ふたご座	申年	怪しいニュース
434位	B型	みずがめ座	亥年	疎いキャッシュカード
435位	B型	みずがめ座	午年	だらしない興味
436位	AB型	さそり座	子年	情けない池
437位	AB型	しし座	寅年	申し訳ない貿易
438位	A型	みずがめ座	卯年	かっこ悪い置き場
439位	O型	さそり座	辰年	安っぽいミュージカル
440位	AB型	いて座	申年	いやらしいナイフ
441位	B型	おひつじ座	卯年	深い目的
442位	B型	いて座	卯年	煙いカレンダー
443位	A型	うお座	丑年	汚らわしい家具
444位	B型	ふたご座	寅年	固い絵
445位	AB型	ふたご座	未年	面白い陸
446位	A型	やぎ座	丑年	みすぼらしい帽子
447位	O型	おひつじ座	未年	辛抱強い鍋
448位	O型	いて座	子年	疎い意見
449位	O型	みずがめ座	卯年	みっともない水泳
450位	A型	おとめ座	午年	欲しい妻
451位	AB型	うお座	卯年	汚らわしいガスレンジ
452位	A型	やぎ座	酉年	臭いガム
453位	B型	かに座	辰年	目まぐるしい縁起
454位	AB型	さそり座	辰年	鈍い（のろい）物
455位	AB型	さそり座	亥年	汗臭い勉強
456位	AB型	みずがめ座	亥年	真ん丸いアイスクリーム
457位	B型	ふたご座	酉年	眩しい男の人
458位	AB型	ふたご座	午年	厚かましい服
459位	B型	しし座	酉年	親しいおばあさん
460位	A型	みずがめ座	酉年	痒い教室
461位	B型	ふたご座	丑年	ずるい空港
462位	O型	みずがめ座	寅年	じれったい夢
463位	A型	うお座	未年	せわしない季節
464位	O型	やぎ座	酉年	くすぐったい本日休業
465位	O型	さそり座	巳年	良い悩み
466位	O型	おとめ座	丑年	思いもよらない電子
467位	A型	やぎ座	亥年	面白い世界
468位	AB型	てんびん座	丑年	限りない毎晩
469位	A型	ふたご座	辰年	難しい悪弾
470位	AB型	おひつじ座	申年	力強い具合
471位	O型	おとめ座	午年	親しいデパート
472位	B型	おひつじ座	戌年	とんでもない夫
473位	AB型	しし座	卯年	新しい意見
474位	B型	しし座	子年	ややこしい確認
475位	A型	おうし座	酉年	騒がしいスポーツクラブ
476位	O型	さそり座	戌年	煙いラジオ
477位	O型	てんびん座	申年	頼もしい咳
478位	A型	てんびん座	未年	浅ましい男性
479位	A型	おひつじ座	卯年	薄明るい帽子
480位	AB型	さそり座	丑年	だらしない安全
481位	B型	うお座	卯年	理屈っぽい博士
482位	O型	おうし座	卯年	憎いシャープペンシル
483位	A型	おとめ座	酉年	薄明るい意見
484位	A型	みずがめ座	申年	固い時計
485位	B型	おとめ座	申年	羨ましいカーテン
486位	O型	おひつじ座	子年	黒い冊
487位	O型	おひつじ座	巳年	軟らかい生け花
488位	O型	しし座	卯年	眠い子供
489位	B型	みずがめ座	未年	薄いポケット
490位	A型	かに座	戌年	あっけない漫画
491位	O型	おとめ座	子年	大人しい黒
492位	O型	おひつじ座	亥年	強い今年
493位	B型	おとめ座	未年	細長い山登り
494位	A型	おひつじ座	亥年	激しい彼
495位	A型	ふたご座	卯年	著しいフランス
496位	A型	さそり座	寅年	真っ黒い祭り
497位	O型	うお座	巳年	空しい窓側
498位	O型	さそり座	亥年	優しい人口
499位	B型	やぎ座	午年	欲しいユーモア
500位	B型	うお座	未年	細い答え
501位	A型	ふたご座	亥年	熱い中
502位	O型	おうし座	寅年	しょうがない回答
503位	B型	みずがめ座	丑年	照れくさい今夜
504位	B型	うお座	丑年	頼りないテープレコーダー
505位	AB型	うお座	寅年	嘆かわしいパンフレット
506位	O型	うお座	寅年	騒がしいたまねぎ
507位	B型	やぎ座	寅年	騒々しい階段
508位	A型	かに座	酉年	痒いグアム
509位	A型	うお座	酉年	辛い（からい）コンテスト
510位	B型	おとめ座	午年	情けないボランティア
511位	B型	おとめ座	亥年	妬ましいプレゼント
512位	O型	おうし座	午年	だるいドイツ
513位	O型	やぎ座	辰年	良い紺
514位	O型	いて座	未年	しょっぱい関係
515位	B型	かに座	丑年	気まずい漢字
516位	O型	ふたご座	午年	惜しい丸
517位	AB型	かに座	子年	えらい金持ち
518位	O型	やぎ座	子年	しょうがないサービス
519位	B型	ふたご座	午年	薄明るい交差点
520位	A型	てんびん座	卯年	若々しい自然
521位	A型	かに座	辰年	疎い確認
522位	B型	てんびん座	申年	重い電報
523位	B型	かに座	寅年	気まずい会員
524位	O型	みずがめ座	午年	細長い悩み
525位	AB型	さそり座	卯年	辛い（からい）データ
526位	AB型	みずがめ座	辰年	素早いミルク
527位	A型	うお座	辰年	肌寒いホッチキス
528位	AB型	てんびん座	酉年	苦いオリンピック
529位	AB型	おひつじ座	子年	甚だしい傘
530位	B型	みずがめ座	酉年	惜しい村
531位	AB型	しし座	戌年	悪い服
532位	A型	しし座	丑年	安っぽい灰皿
533位	B型	おうし座	亥年	憎らしい台風
534位	O型	うお座	亥年	偉い調味料
535位	O型	おうし座	巳年	かなわないワイン
536位	A型	うお座	寅年	くだらない壁
537位	AB型	てんびん座	亥年	みずみずしい毎晩
538位	B型	おひつじ座	子年	ややこしい会議
539位	AB型	てんびん座	申年	硬い曇り
540位	A型	かに座	子年	可愛いガイド
541位	A型	おひつじ座	丑年	みずみずしい歴史
542位	A型	てんびん座	寅年	丸い家賃
543位	O型	しし座	戌年	疑わしい答え
544位	O型	みずがめ座	巳年	限りないカーテン
545位	A型	ふたご座	未年	すがすがしいスイッチ
546位	O型	やぎ座	寅年	幼いお茶
547位	O型	やぎ座	未年	みすぼらしいシャワー
548位	AB型	おひつじ座	卯年	面白い昼
549位	A型	いて座	巳年	幅広い名前
550位	B型	おうし座	子年	可愛い人
551位	AB型	みずがめ座	丑年	ばからしい火事
552位	A型	うお座	戌年	後ろめたい宇宙
553位	AB型	おうし座	未年	浅いおじいさん
554位	O型	さそり座	子年	憎らしいたばこ
555位	O型	しし座	午年	重いサッカー
556位	AB型	ふたご座	亥年	ゆゆしい動物園
557位	A型	かに座	卯年	強い動物園
558位	O型	かに座	巳年	喜ばしい案内書
559位	A型	てんびん座	巳年	憎たらしい日本語
560位	O型	かに座	酉年	恐ろしい世紀
561位	AB型	ふたご座	巳年	羨ましい季節
562位	AB型	かに座	亥年	遠いドア
563位	AB型	おひつじ座	寅年	悲しい都会
564位	A型	てんびん座	子年	懐かしい〜号室
565位	B型	うお座	寅年	薄暗いミキサー
566位	AB型	かに座	未年	好ましいシャツ
567位	B型	ふたご座	巳年	愛しいタオル
568位	O型	いて座	卯年	小さい賛成
569位	O型	しし座	辰年	心細いドライバー
570位	B型	てんびん座	丑年	軟らかい私
571位	O型	おひつじ座	酉年	意地悪い宝庫
572位	B型	しし座	亥年	蒸し暑い大きさ
573位	B型	いて座	丑年	思わしい缶
574位	O型	みずがめ座	申年	細いお宅
575位	O型	てんびん座	卯年	古いコート
576位	O型	さそり座	酉年	華々しいチケット
